speaker,island,word,f0,duration
BPT,Penrhyn,ravarava,NA,0.23
BPT,Penrhyn,rave,164.6514825,0.12
BPT,Penrhyn,rave,142.2426054,0.1
BPT,Penrhyn,rave,115.6371641,0.13
BPT,Penrhyn,rave,137.9977913,0.09
BPT,Penrhyn,rave,180.5663807,0.03
BPT,Penrhyn,rave,172.9542371,0.09
BPT,Penrhyn,rave,117.6678966,0.03
BPT,Penrhyn,rave,150.0013033,0.08
BPT,Penrhyn,ravenga,143.0003978,0.04
BPT,Penrhyn,ravenga,139.8660848,0.12
BPT,Penrhyn,ravenga,171.6484978,0.03
BPT,Penrhyn,ravenga,164.6269813,0.08
BPT,Penrhyn,ravenga,184.5101994,0.07
BPT,Penrhyn,raverave,118.2682516,0.06
BPT,Penrhyn,raverave,114.729703,0.06
BPT,Penrhyn,raveꞌanga,173.6451338,0.12
BPT,Penrhyn,raveꞌanga,149.8547297,0.09
BPT,Penrhyn,raveꞌanga,166.304878,0.1
BPT,Penrhyn,raveꞌia,104.5294396,0.08
BPT,Penrhyn,rāvenga,170.1511458,0.1
BPT,Penrhyn,rāvenga,161.5162478,0.08
BPT,Penrhyn,rāvenga,142.4389329,0.11
BPT,Penrhyn,rāvenga,157.495881,0.08
BPT,Penrhyn,rāvenga,187.6945231,0.09
BPT,Penrhyn,rāvenga,141.0409329,0.07
BPT,Penrhyn,rāvenga,148.6484698,0.07
BPT,Penrhyn,rāvenga,148.5068666,0.05
BPT,Penrhyn,rāvenga,143.179397,0.1
BPT,Penrhyn,rāvenga,153.7359261,0.03
BPT,Penrhyn,rāvenga,135.320884,0.03
BPT,Penrhyn,rāvenga,120.7562738,0.03
BPT,Penrhyn,tumutevarovaro,118.0532824,0.03
BPT,Penrhyn,tumutevarovaro,116.6543009,0.07
BPT,Penrhyn,tūrāvaꞌo,78.55407009,0.09
BPT,Penrhyn,vaerua,135.447333,0.11
BPT,Penrhyn,vaerua,114.2845107,0.04
BPT,Penrhyn,vaerua,117.2683939,0.06
BPT,Penrhyn,vai,156.9565318,0.06
BPT,Penrhyn,vai,121.260825,0.07
BPT,Penrhyn,vai,123.7888906,0.16
BPT,Penrhyn,vai,152.0903933,0.06
BPT,Penrhyn,vai,162.6466796,0.06
BPT,Penrhyn,vai,128.7398155,0.11
BPT,Penrhyn,vai,145.6572833,0.1
BPT,Penrhyn,vai,159.1920028,0.05
BPT,Penrhyn,vai,124.601691,0.11
BPT,Penrhyn,vai,119.9740042,0.04
BPT,Penrhyn,vai,128.136616,0.06
BPT,Penrhyn,vai,128.2908813,0.12
BPT,Penrhyn,vai,121.3022412,0.12
BPT,Penrhyn,vai,116.2294676,0.04
BPT,Penrhyn,vai,142.9078175,0.04
BPT,Penrhyn,vai,161.7845992,0.04
BPT,Penrhyn,vaiau,108.7789382,0.07
BPT,Penrhyn,vaiau,150.6805923,0.05
BPT,Penrhyn,vairanga,144.1923897,0.07
BPT,Penrhyn,vairanga,125.566899,0.06
BPT,Penrhyn,vairanga,172.1123253,0.03
BPT,Penrhyn,vaitata,112.173721,0.07
BPT,Penrhyn,vaitata,139.9776729,0.07
BPT,Penrhyn,vaitata,115.84251,0.06
BPT,Penrhyn,vaitata,112.4813708,0.03
BPT,Penrhyn,vaitata,143.3610267,0.06
BPT,Penrhyn,vaitata,131.0068245,0.24
BPT,Penrhyn,vaitata,128.6933441,0.07
BPT,Penrhyn,vaitata,174.4785386,0.05
BPT,Penrhyn,vaitata,199.2155802,0.09
BPT,Penrhyn,vaitata,129.5462622,0.11
BPT,Penrhyn,vaitata,115.4286633,0.16
BPT,Penrhyn,vaitata,164.2961218,0.1
BPT,Penrhyn,vaitata,159.5864206,0.1
BPT,Penrhyn,vaitata,182.1840404,0.06
BPT,Penrhyn,vaiti,NA,0.5
BPT,Penrhyn,vaitoꞌanga,138.8562327,0.09
BPT,Penrhyn,vaitoꞌanga,126.3995942,0.07
BPT,Penrhyn,vaitoꞌia,160.8539895,0.06
BPT,Penrhyn,vaiꞌī,119.2598276,0.09
BPT,Penrhyn,vaiꞌī,133.8000804,0.1
BPT,Penrhyn,vaiꞌī,149.5861713,0.06
BPT,Penrhyn,vaka,138.2028045,0.05
BPT,Penrhyn,vaka,135.3802558,0.05
BPT,Penrhyn,vaka,115.0669607,0.03
BPT,Penrhyn,vaka,137.9431686,0.04
BPT,Penrhyn,vaka,138.8379521,0.04
BPT,Penrhyn,vaka,121.5537781,0.03
BPT,Penrhyn,vaka,122.8728122,0.05
BPT,Penrhyn,vaka,147.6469791,0.06
BPT,Penrhyn,vaka,149.8888812,0.03
BPT,Penrhyn,vaka,155.8599242,0.04
BPT,Penrhyn,varu,149.5411108,0.07
BPT,Penrhyn,vaꞌine,112.1420996,0.13
BPT,Penrhyn,vaꞌine,114.9545452,0.1
BPT,Penrhyn,vaꞌine,110.7650779,0.17
BPT,Penrhyn,vaꞌine,144.827473,0.12
BPT,Penrhyn,vaꞌine,117.6349493,0.09
BPT,Penrhyn,vaꞌine,135.0238844,0.05
BPT,Penrhyn,vaꞌine,150.1030976,0.03
BPT,Penrhyn,vaꞌine,133.4694097,0.04
BPT,Penrhyn,vaꞌine,146.4651241,0.03
BPT,Penrhyn,vaꞌine,110.5874441,0.04
BPT,Penrhyn,vaꞌo,128.2977021,0.15
BPT,Penrhyn,veri,167.7841276,0.04
BPT,Penrhyn,viti,101.364936,0.04
BPT,Penrhyn,viviki,120.8364302,0.01
BPT,Penrhyn,viviki,120.4026801,0.3
BPT,Penrhyn,viviki,139.1114682,0.03
BPT,Penrhyn,viviki,145.3349134,0.28
BPT,Penrhyn,viviki,154.7053455,0.05
BPT,Penrhyn,viviki,149.4653717,0.1
BPT,Penrhyn,viviki,140.999973,0.04
BPT,Penrhyn,viviki,133.8830975,0.12
BPT,Penrhyn,viviki,137.1465982,0.03
BPT,Penrhyn,viviki,139.2904408,0.03
BPT,Penrhyn,viviki,178.5676233,0.03
BPT,Penrhyn,viviki,167.4507769,0.03
BPT,Penrhyn,viviki,134.7451728,0.03
BPT,Penrhyn,viviki,141.1617942,0.03
BPT,Penrhyn,vānanga,106.2934984,0.13
BPT,Penrhyn,vāꞌanga,119.1958916,0.11
BPT,Penrhyn,vāꞌi,151.7857029,0.05
BPT,Penrhyn,vāꞌine,122.4683452,0.13
BPT,Penrhyn,vāꞌine,164.0638183,0.06
BPT,Penrhyn,vāꞌine,110.9837707,0.05
BPT,Penrhyn,vāꞌine,116.6312232,0.05
BPT,Penrhyn,vāꞌine,143.3832668,0.06
BPT,Penrhyn,vāꞌine,132.0554468,0.06
BPT,Penrhyn,vāꞌine,146.197872,0.05
BPT,Penrhyn,vītī,113.9053833,0.15
BPT,Penrhyn,vītī,131.38591159999999,0.23
BPT,Penrhyn,vītī,141.5983599,0.03
BPT,Penrhyn,ꞌakavaitata,120.9547779,0.12
BPT,Penrhyn,ꞌavaiki,108.9993365,0.13
AAN,Rarotonga,ava,182.0240632,0.03
AAN,Rarotonga,ava,NA,0.03
AAN,Rarotonga,avaiki,171.7737452,0.01
AAN,Rarotonga,avaiki,NA,0.07
KDN,Rarotonga,dāvida,186.2194906,0.03
KDN,Rarotonga,dāvida,163.730714,0.03
KDN,Rarotonga,dāvida,157.9585955,0.03
TPT,Rarotonga,dāvida,144.9697047,0.04
TMT,Rarotonga,kave,182.0284453,0.01
TPT,Rarotonga,levi,159.116373,0.04
TPT,Rarotonga,levi,173.3332068,0.01
TPT,Rarotonga,levi,202.1186638,0.01
KDN,Rarotonga,peroveta,204.5542001,0.01
TPT,Rarotonga,peroveta,132.2732746,0.01
TPT,Rarotonga,peroveta,75.68530333,0.03
AAN,Rarotonga,rava,192.3677323,0.07
AAN,Rarotonga,rava,184.7085848,0.03
KDN,Rarotonga,rava,163.1854252,0.06
KDN,Rarotonga,rava,190.4780031,0.09
KDN,Rarotonga,rava,184.4651198,0.08
KDN,Rarotonga,rava,196.3950482,0.07
KDN,Rarotonga,rava,141.9241064,0.04
KDN,Rarotonga,rava,152.8686235,0.03
KDN,Rarotonga,rava,173.9188434,0.05
KDN,Rarotonga,rava,171.3835592,0.03
KDN,Rarotonga,rava,158.4949775,0.03
KDN,Rarotonga,rava,171.9484,0.03
KDN,Rarotonga,rava,154.2359147,0.03
KDN,Rarotonga,rava,200.2789841,0.06
TMT,Rarotonga,rava,184.6342637,0.08
TPT,Rarotonga,rava,201.3252994,0.07
TPT,Rarotonga,rava,181.7903536,0.03
TPT,Rarotonga,rava,NA,0.03
TPT,Rarotonga,rava,194.1266117,0.03
TPT,Rarotonga,rava,215.4207831,0.07
TPT,Rarotonga,rava,254.8271933,0.03
TPT,Rarotonga,rava,196.509743,0.03
TPT,Rarotonga,rava,182.4666072,0.07
TPT,Rarotonga,rava,NA,0.07
TPT,Rarotonga,rava,219.2856567,0.03
TPT,Rarotonga,ravakai,179.047292,0.06
TPT,Rarotonga,ravarai,154.5848716,0.07
AAN,Rarotonga,rave,142.2724681,0.03
AAN,Rarotonga,rave,130.6656744,0.01
KDN,Rarotonga,rave,175.739425,0.06
KDN,Rarotonga,rave,198.526832,0.07
TMT,Rarotonga,rave,158.193269,0.05
TMT,Rarotonga,rave,178.0423661,0.03
TMT,Rarotonga,rave,273.456209,0.04
TMT,Rarotonga,rave,238.4781033,0.06
TPT,Rarotonga,rave,147.0307908,0.03
TPT,Rarotonga,rave,170.7151792,0.07
TPT,Rarotonga,rave,194.118812,0.06
TPT,Rarotonga,rave,245.8029564,0.04
TPT,Rarotonga,rave,167.3539224,0.04
TPT,Rarotonga,rave,224.3233775,0.03
TPT,Rarotonga,rave,246.5226761,0.07
TPT,Rarotonga,rave,184.9791116,0.06
TPT,Rarotonga,rave,161.3967016,0.03
TPT,Rarotonga,rave,166.017241,0.06
TPT,Rarotonga,rave,147.532022,0.03
TPT,Rarotonga,rave,172.5059598,0.06
TPT,Rarotonga,rave,179.2687304,0.03
TPT,Rarotonga,rave,125.3477226,0.05
AAN,Rarotonga,raveꞌia,158.7987634,0.05
RP,Rarotonga,raveꞌia,279.5070923,0.01
TMT,Rarotonga,reva,207.0156353,0.11
TMT,Rarotonga,reva,164.6415886,0.09
TMT,Rarotonga,tv,154.3637917,0.07
TMT,Rarotonga,tv,185.0778316,0.06
TMT,Rarotonga,tv,NA,0.01
TMT,Rarotonga,tv,219.8051315,0.03
KDN,Rarotonga,tāvini,163.6790546,0.04
KDN,Rarotonga,va,NA,0.03
KDN,Rarotonga,vaerua,153.6446952,0.03
KDN,Rarotonga,vaerua,158.6751162,0.05
KDN,Rarotonga,vaerua,181.0607224,0.04
TPT,Rarotonga,vaerua,150.3516442,0.05
TMT,Rarotonga,vaevae,172.1772609,0.09
TMT,Rarotonga,vaevae,162.653169,0.1
AAN,Rarotonga,vai,NA,0.03
KDN,Rarotonga,vai,163.5393745,0.04
TPT,Rarotonga,vai,191.6617549,0.04
TPT,Rarotonga,vai,190.0978313,0.04
TPT,Rarotonga,vai,177.1455767,0.04
TPT,Rarotonga,vai,189.1350335,0.04
TMT,Rarotonga,vairanga,187.0601487,0.05
TPT,Rarotonga,vaitata,135.188857,0.03
TPT,Rarotonga,vaitata,132.31225,0.03
AAN,Rarotonga,vaka,249.6027649,0.03
AAN,Rarotonga,vaka,NA,0.03
AAN,Rarotonga,vaka,147.8852967,0.03
AAN,Rarotonga,vaka,294.8951075,0.03
AAN,Rarotonga,vaka,231.487165,0.09
AAN,Rarotonga,vaka,253.7747641,0.04
AAN,Rarotonga,vaka,172.0407315,0.03
AAN,Rarotonga,vaka,152.729428,0.1
AAN,Rarotonga,vaka,NA,0.03
AAN,Rarotonga,vaka,NA,0.09
AAN,Rarotonga,vaka,NA,0.03
AAN,Rarotonga,vaka,NA,0.01
AAN,Rarotonga,vaka,186.5871461,0.1
AAN,Rarotonga,vaka,75.87863241,0.03
AAN,Rarotonga,vaka,147.0356505,0.03
AAN,Rarotonga,vaka,192.2337583,0.04
AAN,Rarotonga,vaka,222.2863867,0.04
AAN,Rarotonga,vaka,NA,0.03
TPT,Rarotonga,vaoo,162.5268079,0.03
KDN,Rarotonga,varangau,159.216351,0.03
KDN,Rarotonga,varu,167.6709283,0.04
KDN,Rarotonga,varu,168.0508718,0.09
TPT,Rarotonga,vavaria,173.022329,0.03
TPT,Rarotonga,vavaria,199.0862544,0.05
TPT,Rarotonga,vave,198.1409022,0.05
TPT,Rarotonga,vave,212.6127544,0.04
TPT,Rarotonga,vaꞌa,NA,0.03
TPT,Rarotonga,vaꞌarua,NA,0.03
AAN,Rarotonga,vaꞌine,269.8592842,0.03
AAN,Rarotonga,vaꞌine,152.8012035,0.04
AAN,Rarotonga,vaꞌine,199.8812403,0.07
AAN,Rarotonga,vaꞌine,168.6578159,0.03
KDN,Rarotonga,vaꞌine,158.5840508,0.04
KDN,Rarotonga,vaꞌine,154.1335996,0.03
KDN,Rarotonga,vaꞌine,164.5304489,0.03
KDN,Rarotonga,vaꞌine,154.1572527,0.03
KDN,Rarotonga,vaꞌine,168.012697,0.07
KDN,Rarotonga,vaꞌine,153.7982121,0.03
KDN,Rarotonga,vaꞌine,173.2788208,0.04
TMT,Rarotonga,vaꞌine,179.0956949,0.07
TMT,Rarotonga,vaꞌo,166.7135439,0.09
TMT,Rarotonga,vaꞌo,214.7427637,0.05
KDN,Rarotonga,vaꞌī,159.7567558,0.03
KDN,Rarotonga,vaꞌī,170.5426231,0.03
KDN,Rarotonga,vaꞌīꞌia,141.1987304,0.07
AAN,Rarotonga,veritū,165.2236299,0.03
AAN,Rarotonga,veritūamaroa,207.7260288,0.01
TMT,Rarotonga,verovero,244.4317629,0.03
TMT,Rarotonga,verovero,242.3193003,0.01
TPT,Rarotonga,vila,206.1190128,0.03
TMT,Rarotonga,vitiō,238.3894748,0.05
KDN,Rarotonga,viviki,188.8215891,0.03
KDN,Rarotonga,viviki,196.5949754,0.08
TPT,Rarotonga,viviki,144.0747679,0.03
TPT,Rarotonga,viviki,179.0348419,0.09
TPT,Rarotonga,viviki,198.8695294,0.09
TPT,Rarotonga,viviki,214.2515686,0.03
TPT,Rarotonga,viꞌiviꞌi,182.9640619,0.06
TPT,Rarotonga,viꞌiviꞌi,183.5359895,0.08
TMT,Rarotonga,vora,193.5330968,0.03
TMT,Rarotonga,vorapī,203.8732681,0.05
AAN,Rarotonga,ꞌakarevaꞌia,182.9558681,0.03
AAN,Rarotonga,ꞌakarevaꞌia,174.0694998,0.03
TPT,Rarotonga,ꞌakavā,174.6836208,0.03
TPT,Rarotonga,ꞌakavāꞌanga,198.7181186,0.08
TPT,Rarotonga,ꞌakavāꞌia,160.9913038,0.1
TMT,Rarotonga,ꞌāviri,233.2275461,0.07
